id,api,grade,afsc,aircraft,unit,state,location,conus
564,2,4,12F3V,EA-6B,390 ELECTRONIC COMBAT SQUADRON,TX,WHIDBEY ISLAND NA,CONUS
565,6,5,12F3V,EA-6B,390 ELECTRONIC COMBAT SQUADRON,TX,WHIDBEY ISLAND NA,CONUS
566,6,4,12F3F,F-15E WSO,AF OP TST EVAL CENTER - DRU (DET 6),NV,NELLIS,CONUS
567,6,5,11F4Y,General,AF OP TST EVAL CENTER - DRU (DET 6),NV,NELLIS,CONUS
568,6,6,11F3Y,General,AF OP TST EVAL CENTER - DRU (DET 6),NV,NELLIS,CONUS
569,4,4,11F4Y,General,LEMAY DOCTRINE-ED CENTER (OL OC4),NV,NELLIS,CONUS
570,6,3,11F3B,A-10,549 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
571,6,4,11F3H,F-16,549 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
572,6,5,11F3Y,General,549 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
573,6,4,11F3Y,General,53 TEST AND EVALUATIN GROUP,NV,NELLIS,CONUS
574,4,5,11F4Y,General,AF JOINT TEST OFFICE,NV,NELLIS,CONUS
575,1,2,11F3H,F-16,USAF AIR DEMONSTR SQUADRON,NV,NELLIS,CONUS
576,1,3,11F3H,F-16,USAF AIR DEMONSTR SQUADRON,NV,NELLIS,CONUS
577,6,4,11F3H,F-16,USAF AIR DEMONSTR SQUADRON,NV,NELLIS,CONUS
578,6,5,11F3H,F-16,USAF AIR DEMONSTR SQUADRON,NV,NELLIS,CONUS
579,6,5,11F3Y,General,ACC TRAINING SPT SQUADRON (DET 8),NV,NELLIS,CONUS
580,6,3,11F3Y,General,57 OPERATIONS SUPPORT SQUADRON,NV,NELLIS,CONUS
581,6,4,11F3Y,General,57 OPERATIONS SUPPORT SQUADRON,NV,NELLIS,CONUS
582,6,5,11F3Y,General,57 OPERATIONS SUPPORT SQUADRON,NV,NELLIS,CONUS
583,6,4,11F3U,ALO,6 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
584,6,5,11F3U,ALO,6 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
585,6,3,11F3H,F-16,59 TEST AND EVALUATION SQUADRON,NV,NELLIS,CONUS
586,6,4,11F3Y,General,59 TEST AND EVALUATION SQUADRON,NV,NELLIS,CONUS
587,6,5,11F3Y,General,59 TEST AND EVALUATION SQUADRON,NV,NELLIS,CONUS
588,6,5,11F3Y,General,57 INFO AGGRESSOR SQUADRON,NV,NELLIS,CONUS
589,1,3,11F3B,A-10,66 WEAPONS SQUADRON,NV,NELLIS,CONUS
590,1,4,11F3B,A-10,66 WEAPONS SQUADRON,NV,NELLIS,CONUS
591,6,5,11F3B,A-10,66 WEAPONS SQUADRON,NV,NELLIS,CONUS
592,1,2,11F3H,F-16,16 WEAPONS SQUADRON,NV,NELLIS,CONUS
593,1,3,11F3H,F-16,16 WEAPONS SQUADRON,NV,NELLIS,CONUS
594,6,4,11F3H,F-16,16 WEAPONS SQUADRON,NV,NELLIS,CONUS
595,6,5,11F3H,F-16,16 WEAPONS SQUADRON,NV,NELLIS,CONUS
596,1,2,11F3G,F-15E,17 WEAPONS SQUADRON,NV,NELLIS,CONUS
597,3,3,12F3W,EWO,17 WEAPONS SQUADRON,NV,NELLIS,CONUS
598,1,4,11F3G,F-15E,17 WEAPONS SQUADRON,NV,NELLIS,CONUS
599,6,5,11F3G,F-15E,17 WEAPONS SQUADRON,NV,NELLIS,CONUS
600,1,3,11F3F,F-15,433 WEAPONS SQUADRON,NV,NELLIS,CONUS
601,1,4,11F3J,F-22,433 WEAPONS SQUADRON,NV,NELLIS,CONUS
602,6,5,11F3Y,General,433 WEAPONS SQUADRON,NV,NELLIS,CONUS
603,6,5,11F3Y,General,57 WEAPONS SUPPORT SQUADRON,NV,NELLIS,CONUS
604,1,2,11F3H,F-16,64 AGGRESSOR SQUADRON,NV,NELLIS,CONUS
605,1,3,11F3H,F-16,64 AGGRESSOR SQUADRON,NV,NELLIS,CONUS
606,6,5,11F3H,F-16,64 AGGRESSOR SQUADRON,NV,NELLIS,CONUS
607,3,2,11F3Y,General,507 AIR DEFENSE AGGR SQUADRON,NV,NELLIS,CONUS
608,3,3,12F3W,EWO,507 AIR DEFENSE AGGR SQUADRON,NV,NELLIS,CONUS
609,6,5,12F3Y,General,507 AIR DEFENSE AGGR SQUADRON,NV,NELLIS,CONUS
610,6,4,11F3Y,General,57 ADVRSRY TACTICS SP SQUADRON,NV,NELLIS,CONUS
611,6,5,11F3Y,General,57 ADVRSRY TACTICS SP SQUADRON,NV,NELLIS,CONUS
612,6,3,11F3Y,General,561 JOINT TACTICS SQUADRON,NV,NELLIS,CONUS
613,3,4,12F3F,F-15E WSO,561 JOINT TACTICS SQUADRON,NV,NELLIS,CONUS
614,6,5,11F3Y,General,561 JOINT TACTICS SQUADRON,NV,NELLIS,CONUS
615,6,6,11F3Y,General,561 JOINT TACTICS SQUADRON,NV,NELLIS,CONUS
616,6,2,11F3H,F-16,57 WING,NV,NELLIS,CONUS
617,6,3,11F3Y,General,57 WING,NV,NELLIS,CONUS
618,6,4,11F3Y,General,57 WING,NV,NELLIS,CONUS
619,6,5,11F3Y,General,57 WING,NV,NELLIS,CONUS
620,6,4,12F3F,F-15E WSO,15 TEST FLIGHT (DET 1),TX,CREECH,CONUS
621,8,4,11F4J,F-22,USAF WARFARE CENTER,NV,NELLIS,CONUS
622,8,6,11F4Y,General,USAF WARFARE CENTER,NV,NELLIS,CONUS
623,1,3,11F3G,F-15E,422 TEST AND EVALUATION SQUADRON,NV,NELLIS,CONUS
624,1,4,11F3G,F-15E,422 TEST AND EVALUATION SQUADRON,NV,NELLIS,CONUS
625,6,5,11F3Y,General,422 TEST AND EVALUATION SQUADRON,NV,NELLIS,CONUS
626,3,4,12F3W,EWO,NV TEST AND TRNING RANGE,NV,NELLIS,CONUS
627,1,3,11F3N,F-35,6 WEAPONS SQUADRON,NV,NELLIS,CONUS
628,1,4,11F3N,F-35,6 WEAPONS SQUADRON,NV,NELLIS,CONUS
629,6,5,11F3N,F-35,6 WEAPONS SQUADRON,NV,NELLIS,CONUS
630,1,3,11F3F,F-15,433 WEAPONS SQUADRON (OL B),TX,KLAMATH FALLS,CONUS
631,6,4,11F3Y,General,53 WING (OL A),NV,NELLIS,CONUS
632,6,5,11F3Y,General,NV TEST AND TRNING RANGE (OL A),NV,NELLIS,CONUS
633,6,3,11F3H,F-16,USAF WEAPONS SCHOOL (DET 1),NV,NELLIS,CONUS
634,6,3,11F3Y,General,53 TEST AND EVALUATIN GROUP (DET 3),NV,NELLIS,CONUS
635,6,4,11F3Y,General,53 TEST AND EVALUATIN GROUP (DET 3),NV,NELLIS,CONUS
636,3,3,11F3Y,General,414 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
637,6,4,12F3Y,General,414 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
638,6,5,11F3Y,General,414 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
639,6,6,11F3Y,General,414 COMBAT TRAINING SQUADRON,NV,NELLIS,CONUS
640,8,4,11F4H,F-16,ANG READINESS - FOA (OL NVN1),NV,NELLIS,CONUS
641,8,5,11F4F,F-15,ANG READINESS - FOA (OL NVN1),NV,NELLIS,CONUS
642,8,6,11F4F,F-15,ANG READINESS - FOA (OL NVN1),NV,NELLIS,CONUS
643,4,5,11F4Y,General,US STRATEGIC CMD (OL JEPA),NV,NELLIS,CONUS
644,8,3,11F4B,A-10,7 AIR FORCE,TX,OSAN AB,CONUS
645,8,4,11F4Y,General,7 AIR FORCE,TX,OSAN AB,CONUS
646,8,5,11F4Y,General,7 AIR FORCE,TX,OSAN AB,CONUS
647,8,6,11F4Y,General,7 AIR FORCE,TX,OSAN AB,CONUS
648,1,2,11F3B,A-10,25 FIGHTER SQUADRON,TX,OSAN AB,CONUS
649,1,3,11F3B,A-10,25 FIGHTER SQUADRON,TX,OSAN AB,CONUS
650,1,4,11F3B,A-10,25 FIGHTER SQUADRON,TX,OSAN AB,CONUS
651,6,5,11F3B,A-10,25 FIGHTER SQUADRON,TX,OSAN AB,CONUS
652,6,3,11F3Y,General,51 FIGHTER WING,TX,OSAN AB,CONUS
653,6,4,11F3Y,General,51 FIGHTER WING,TX,OSAN AB,CONUS
654,6,5,11F3Y,General,51 FIGHTER WING,TX,OSAN AB,CONUS
655,1,2,11F3H,F-16,36 FIGHTER SQUADRON,TX,OSAN AB,CONUS
656,1,3,11F3H,F-16,36 FIGHTER SQUADRON,TX,OSAN AB,CONUS
657,1,4,11F3H,F-16,36 FIGHTER SQUADRON,TX,OSAN AB,CONUS
658,6,5,11F3H,F-16,36 FIGHTER SQUADRON,TX,OSAN AB,CONUS
659,6,3,11F3Y,General,51 OPERATIONS GROUP,TX,OSAN AB,CONUS
660,6,4,11F3Y,General,51 OPERATIONS GROUP,TX,OSAN AB,CONUS
661,4,3,11F4B,A-10,607 AIR OPERATIONS CENTER,TX,OSAN AB,CONUS
662,8,4,11F4Y,General,607 AIR OPERATIONS CENTER,TX,OSAN AB,CONUS
663,4,6,11F4Y,General,607 AIR OPERATIONS CENTER,TX,OSAN AB,CONUS
664,3,2,12F3W,EWO,51 OPERATIONS SUPPORT SQUADRON,TX,OSAN AB,CONUS
665,6,3,11F3Y,General,51 OPERATIONS SUPPORT SQUADRON,TX,OSAN AB,CONUS
666,6,5,11F3Y,General,51 OPERATIONS SUPPORT SQUADRON,TX,OSAN AB,CONUS
667,3,5,12F3U,ALO,604 AIR SUPT OPNS SQUADRON,TX,CAMP RED CLOUD,CONUS
668,4,6,11F4Y,General,AFELM US FOR KOREA US PACIFIC COMMAND (OL Q00),TX,YONG SAN,CONUS
669,4,4,11F4Y,General,AFELM US FOR KOREA US SOUTHERN COMMAND (OL J30),TX,YONG SAN,CONUS
670,4,5,11F4Y,General,AFELM US FOR KOREA US SOUTHERN COMMAND (OL J30),TX,YONG SAN,CONUS
671,3,4,12F3U,ALO,2 AIR SUPT OPNS SQUADRON (DET 1),TX,CP EDERLE,CONUS
672,4,4,12F4W,EWO,US AFRICOM COMMAND (OL J3),TX,MOHRINGEN,CONUS
673,4,4,11F4Y,General,AFELM EUCOM (OL QJ3),TX,STUTTGART VAIHING,CONUS
674,4,5,11F4Y,General,AFELM EUCOM (OL QJ3),TX,STUTTGART VAIHING,CONUS
675,4,5,12F4Y,General,AFELM EUCOM (OL QJ5),TX,STUTTGART VAIHING,CONUS
676,4,4,11F4Y,General,AFELM SECURITY AST US EUROPEAN COMMAND (OL GR),TX,ATHENS AFM,CONUS
677,8,4,11F3H,F-16,AFELM ETSS (OL E09),TX,KRZESINY,CONUS
678,8,4,11F3H,F-16,AFELM ETSS (OL A07),TX,MARRAKECH,CONUS
679,3,4,11F3U,ALO,724 OPERATIONS SUPPORT SQUADRON,TX,POPE,CONUS
680,3,4,11F3U,ALO,14 AIR SUPT OPNS SQUADRON,TX,POPE,CONUS
681,8,4,11F4Y,General,AFELM SOCOM AVTEG (OL AVTG),TX,FT BRAGG,CONUS
682,6,5,11F3H,F-16,413 FLIGHT TEST GROUP (OL A),AZ,DAVIS-MONTHAN,CONUS
683,1,4,11F3J,F-22,514 FLIGHT TEST SQUADRON,UT,HILL,CONUS
684,1,5,11F3B,A-10,514 FLIGHT TEST SQUADRON,UT,HILL,CONUS
685,1,4,11F3G,F-15E,339 FLIGHT TEST SQUADRON,TX,ROBINS,CONUS
686,1,5,11F3F,F-15,339 FLIGHT TEST SQUADRON,TX,ROBINS,CONUS
687,1,4,11F3H,F-16,69 FIGHTER SQUADRON,AZ,LUKE,CONUS
688,1,5,11F3H,F-16,69 FIGHTER SQUADRON,AZ,LUKE,CONUS
689,6,5,11F3H,F-16,ANG-AFR TEST OFFICE,AZ,TUCSON INTL,CONUS
690,1,4,11F3B,A-10,47 FIGHTER SQUADRON,AZ,DAVIS-MONTHAN,CONUS
691,1,5,11F3B,A-10,47 FIGHTER SQUADRON,AZ,DAVIS-MONTHAN,CONUS
692,1,4,11F3N,F-35,944 OPERATIONS GROUP (DET 2),AZ,LUKE,CONUS
693,1,5,11F3N,F-35,944 OPERATIONS GROUP (DET 2),AZ,LUKE,CONUS
694,1,4,11F3H,F-16,944 OPERATIONS GROUP (DET 1),NM,HOLLOMAN,CONUS
695,1,5,11F3H,F-16,944 OPERATIONS GROUP (DET 1),NM,HOLLOMAN,CONUS
696,1,4,11F3B,A-10,76 FIGHTER SQUADRON,GA,MOODY,CONUS
697,1,5,11F3B,A-10,76 FIGHTER SQUADRON,GA,MOODY,CONUS
698,1,5,11F3Y,General,442 OPERATIONS SUPPORT FLIGHT,TX,WHITEMAN,CONUS
699,1,4,11F3B,A-10,303 FIGHTER SQUADRON,TX,WHITEMAN,CONUS
700,1,5,11F3B,A-10,303 FIGHTER SQUADRON,TX,WHITEMAN,CONUS
701,3,4,11F3Y,General,USAFE WAR PREP CENTER,TX,EINSIEDLERHOF,CONUS
702,3,5,11F3Y,General,USAFE WAR PREP CENTER,TX,EINSIEDLERHOF,CONUS
703,3,5,12F3W,EWO,USAFE WAR PREP CENTER (DET 3),TX,BANN COMM STA 02,CONUS
704,4,5,11F4Y,General,USAF IN EUROPE COMMAND,TX,RAMSTEIN,CONUS
705,8,4,11F3Y,General,USAFE WAR PREP CENTER (DET 1),TX,ALBACETE,CONUS
706,8,5,11F3Y,General,USAFE WAR PREP CENTER (DET 1),TX,ALBACETE,CONUS
707,4,3,12F4F,F-15E WSO,USAF IN EUROPE COMMAND (OL A310),TX,RAMSTEIN,CONUS
708,4,4,11F4Y,General,USAF IN EUROPE COMMAND (OL A310),TX,RAMSTEIN,CONUS
709,4,5,11F4F,F-15,USAF IN EUROPE COMMAND (OL A310),TX,RAMSTEIN,CONUS
710,4,6,11F4Y,General,USAF IN EUROPE COMMAND (OL A310),TX,RAMSTEIN,CONUS
711,4,5,11F4Y,General,USAF IN EUROPE COMMAND (OL A589),TX,RAMSTEIN,CONUS
712,3,4,11F4B,A-10,603 AIR OPERATIONS CENTER,TX,RAMSTEIN,CONUS
713,3,5,11F4Y,General,603 AIR OPERATIONS CENTER,TX,RAMSTEIN,CONUS
714,4,6,11F4Y,General,603 AIR OPERATIONS CENTER,TX,RAMSTEIN,CONUS
715,8,5,11F4Y,General,USAF IN EUROPE COMMAND (OL SE),TX,RAMSTEIN,CONUS
716,8,6,11F4Y,General,USAF IN EUROPE COMMAND (OL SE),TX,RAMSTEIN,CONUS
717,8,5,11F4Y,General,USAFE INSP FLIGHT,TX,RAMSTEIN,CONUS
718,4,6,11F4H,F-16,ANG READINESS - FOA (OL GERA),TX,RAMSTEIN,CONUS
719,4,4,11F4Y,General,COMBINED AOC COMMAND,TX,UEDEM,CONUS
720,4,6,11F4Y,General,JT AIR PWR COMPET CENTER (OL AC3),TX,KALKAR CITY,CONUS
721,4,4,11F4Y,General,HQ ALLIED AIR COMMAND,TX,RAMSTEIN,CONUS
722,4,5,11F4Y,General,HQ ALLIED AIR COMMAND,TX,RAMSTEIN,CONUS
723,4,5,12F4Y,General,AF PERSONNEL CENTER - FOA (OL DP20),TX,JBSA RANDOLPH,CONUS
724,8,4,11F4Y,General,AIR EDUC AND TRNG COMMAND (OL A2A3),TX,JBSA RANDOLPH,CONUS
725,8,5,11F4Y,General,AIR EDUC AND TRNG COMMAND (OL A589),TX,JBSA RANDOLPH,CONUS
726,8,6,11F4Y,General,AIR EDUC AND TRNG COMMAND (OL IGIG),TX,JBSA RANDOLPH,CONUS
727,8,4,11F4Y,General,AIR EDUC AND TRNG COMMAND (OL SESE),TX,JBSA RANDOLPH,CONUS
728,4,6,11F4Y,General,AIR EDUC AND TRNG COMMAND (OL IAIA),TX,JBSA RANDOLPH,CONUS
729,1,4,11F3Q,IFF,12 OPERATIONS GROUP,TX,JBSA RANDOLPH,CONUS
730,6,3,11F3Q,IFF,12 OPERATIONS SUPPORT SQUADRON,TX,JBSA RANDOLPH,CONUS
731,1,2,11F3Q,IFF,435 FIGHTER TRNG SQUADRON,TX,JBSA RANDOLPH,CONUS
732,1,3,11F3Q,IFF,435 FIGHTER TRNG SQUADRON,TX,JBSA RANDOLPH,CONUS
733,2,4,12F3Y,General,435 FIGHTER TRNG SQUADRON,TX,JBSA RANDOLPH,CONUS
734,6,5,11F3Q,IFF,435 FIGHTER TRNG SQUADRON,TX,JBSA RANDOLPH,CONUS
735,4,5,11F4Y,General,AF SEC ASST TRNG SQUADRON,TX,JBSA RANDOLPH,CONUS
736,8,6,11F4F,F-15,ANG READINESS - FOA (DET 24),TX,JBSA RANDOLPH,CONUS
737,8,5,11F4H,F-16,HQ AF RESERVE COMMAND (OL A300),TX,ROBINS,CONUS
738,8,6,11F4Y,General,HQ AF RESERVE COMMAND (OL A300),TX,ROBINS,CONUS
739,8,5,11F3H,F-16,HQ AF RESERVE COMMAND (OL A31),AZ,DAVIS-MONTHAN,CONUS
740,1,4,11F3Z,Other,301 FIGHTER SQUADRON,FL,TYNDALL,CONUS
741,1,5,11F3Z,Other,301 FIGHTER SQUADRON,FL,TYNDALL,CONUS
742,1,4,11F3Q,IFF,43 FLYING TRAINING SQUADRON,MS,COLUMBUS,CONUS
743,6,5,11F3Q,IFF,43 FLYING TRAINING SQUADRON,MS,COLUMBUS,CONUS
744,1,4,11F3Q,IFF,97 FLYING TRAINING SQUADRON,TX,SHEPPARD,CONUS
745,1,5,11F3Q,IFF,97 FLYING TRAINING SQUADRON,TX,SHEPPARD,CONUS
746,1,4,11F3Q,IFF,39 FLYING TRAINING SQUADRON,TX,JBSA RANDOLPH,CONUS
747,6,5,11F3Q,IFF,39 FLYING TRAINING SQUADRON,TX,JBSA RANDOLPH,CONUS
748,6,3,11F3G,F-15E,4 OPERATIONS GROUP,NC,SEYMOUR JOHNSON,CONUS
749,6,5,11F3G,F-15E,4 OPERATIONS GROUP,NC,SEYMOUR JOHNSON,CONUS
750,6,3,12F3F,F-15E WSO,4 OPERATIONS SUPPORT SQUADRON,NC,SEYMOUR JOHNSON,CONUS
751,6,4,12F3F,F-15E WSO,4 OPERATIONS SUPPORT SQUADRON,NC,SEYMOUR JOHNSON,CONUS
752,6,5,11F3G,F-15E,4 OPERATIONS SUPPORT SQUADRON,NC,SEYMOUR JOHNSON,CONUS
753,1,2,11F3G,F-15E,334 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
754,2,3,12F3F,F-15E WSO,334 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
755,1,4,11F3G,F-15E,334 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
756,6,5,11F3G,F-15E,334 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
757,1,2,11F3G,F-15E,335 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
758,1,3,11F3G,F-15E,335 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
759,2,4,12F3F,F-15E WSO,335 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
760,6,5,11F3G,F-15E,335 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
761,1,2,11F3G,F-15E,336 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
762,2,3,12F3F,F-15E WSO,336 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
763,2,4,12F3F,F-15E WSO,336 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
764,6,5,11F3G,F-15E,336 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
765,6,4,12F3F,F-15E WSO,4 FIGHTER WING,NC,SEYMOUR JOHNSON,CONUS
766,6,5,12F3F,F-15E WSO,4 FIGHTER WING,NC,SEYMOUR JOHNSON,CONUS
767,2,2,12F3F,F-15E WSO,333 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
768,1,3,11F3G,F-15E,333 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
769,1,4,11F3G,F-15E,333 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
770,6,5,11F3G,F-15E,333 FIGHTER SQUADRON,NC,SEYMOUR JOHNSON,CONUS
771,6,3,11F3G,F-15E,ACC TRAINING SPT SQUADRON (DET 15),NC,SEYMOUR JOHNSON,CONUS
772,6,5,12F3F,F-15E WSO,ACC TRAINING SPT SQUADRON (DET 15),NC,SEYMOUR JOHNSON,CONUS
773,1,2,11F3G,F-15E,4 TRAINING SQUADRON,NC,SEYMOUR JOHNSON,CONUS
774,6,3,12F3F,F-15E WSO,4 TRAINING SQUADRON,NC,SEYMOUR JOHNSON,CONUS
775,6,4,11F3G,F-15E,4 TRAINING SQUADRON,NC,SEYMOUR JOHNSON,CONUS
776,6,5,11F3G,F-15E,4 TRAINING SQUADRON,NC,SEYMOUR JOHNSON,CONUS
777,1,2,11F3H,F-16,77 FIGHTER SQUADRON,SC,SHAW,CONUS
778,1,3,11F3H,F-16,77 FIGHTER SQUADRON,SC,SHAW,CONUS
779,1,4,11F3H,F-16,77 FIGHTER SQUADRON,SC,SHAW,CONUS
780,6,5,11F3H,F-16,77 FIGHTER SQUADRON,SC,SHAW,CONUS
781,4,4,11F4Y,General,609 AIR OPERATIONS CENTER (DET 1),SC,SHAW,CONUS
782,4,5,11F3Y,General,609 AIR OPERATIONS CENTER (DET 1),SC,SHAW,CONUS
783,1,2,11F3H,F-16,79 FIGHTER SQUADRON,SC,SHAW,CONUS
784,1,3,11F3H,F-16,79 FIGHTER SQUADRON,SC,SHAW,CONUS
785,1,4,11F3H,F-16,79 FIGHTER SQUADRON,SC,SHAW,CONUS
786,6,5,11F3H,F-16,79 FIGHTER SQUADRON,SC,SHAW,CONUS
787,4,4,11F4H,F-16,USAFCENT,SC,SHAW,CONUS
788,4,5,12F4F,F-15E WSO,USAFCENT,SC,SHAW,CONUS
789,4,6,11F4Y,General,USAFCENT,SC,SHAW,CONUS
790,6,3,11F3H,F-16,20 FIGHTER WING,SC,SHAW,CONUS
791,6,4,11F3H,F-16,20 FIGHTER WING,SC,SHAW,CONUS
792,6,5,11F3H,F-16,20 FIGHTER WING,SC,SHAW,CONUS
793,6,3,11F3H,F-16,20 OPERATIONS SUPPORT SQUADRON,SC,SHAW,CONUS
794,6,4,11F3H,F-16,20 OPERATIONS SUPPORT SQUADRON,SC,SHAW,CONUS
795,6,5,11F3H,F-16,20 OPERATIONS SUPPORT SQUADRON,SC,SHAW,CONUS
796,6,3,11F3H,F-16,20 OPERATIONS GROUP,SC,SHAW,CONUS
797,6,5,11F3H,F-16,20 OPERATIONS GROUP,SC,SHAW,CONUS
798,8,4,11F4B,A-10,9 AIR FORCE,SC,SHAW,CONUS
799,8,5,11F4H,F-16,9 AIR FORCE,SC,SHAW,CONUS
800,8,6,11F4Y,General,9 AIR FORCE,SC,SHAW,CONUS
801,1,2,11F3H,F-16,316 FIGHTER SQUADRON,TX,MC ENTIRE,CONUS
802,1,3,11F3H,F-16,316 FIGHTER SQUADRON,TX,MC ENTIRE,CONUS
803,6,5,11F3H,F-16,316 FIGHTER SQUADRON,TX,MC ENTIRE,CONUS
804,8,4,11F4Y,General,AFCENT AIR WARFARE CENTER,TX,AL DHAFRA,CONUS
805,4,5,11F4Y,General,AFCENT AIR WARFARE CENTER,TX,AL DHAFRA,CONUS
806,8,6,11F4Y,General,AFCENT AIR WARFARE CENTER,TX,AL DHAFRA,CONUS
807,1,2,11F3F,F-15,315 FIGHTER SQUADRON (OL C),TX,WESTFIELD BARNES,CONUS
808,1,2,11F3H,F-16,355 FIGHTER SQUADRON (OL A),TX,TULSA INTL,CONUS
809,1,2,11F3H,F-16,378 FIGHTER SQUADRON (OL A),TX,DULUTH INTL,CONUS
810,1,2,11F3H,F-16,378 FIGHTER SQUADRON (OL B),TX,JOE FOSS FIELD,CONUS
811,1,2,11F3F,F-15,378 FIGHTER SQUADRON (OL C),TX,PORTLAND INTL,CONUS
812,1,2,11F3F,F-15,378 FIGHTER SQUADRON (OL D),TX,FRESNO IAP,CONUS
813,1,2,11F3H,F-16,378 FIGHTER SQUADRON (OL E),CO,BUCKLEY,CONUS
814,1,2,11F3H,F-16,378 FIGHTER SQUADRON (OL F),TX,TOLEDO EXPRESS,CONUS
815,6,5,11F3Y,General,USAFCENT (DET 8),TX,AL DHAFRA,CONUS
816,1,2,11F3H,F-16,55 FIGHTER SQUADRON,SC,SHAW,CONUS
817,1,3,11F3H,F-16,55 FIGHTER SQUADRON,SC,SHAW,CONUS
818,1,4,11F3H,F-16,55 FIGHTER SQUADRON,SC,SHAW,CONUS
819,6,5,11F3H,F-16,55 FIGHTER SQUADRON,SC,SHAW,CONUS
820,1,2,11F3H,F-16,367 FIGHTER SQUADRON,TX,HOMESTEAD,CONUS
821,1,3,11F3H,F-16,367 FIGHTER SQUADRON,TX,HOMESTEAD,CONUS
822,6,5,11F3H,F-16,367 FIGHTER SQUADRON,TX,HOMESTEAD,CONUS
823,1,2,11F3H,F-16,355 FIGHTER SQUADRON,TX,FORT WORTH NAS JR,CONUS
824,1,3,11F3H,F-16,355 FIGHTER SQUADRON,TX,FORT WORTH NAS JR,CONUS
825,6,5,11F3H,F-16,355 FIGHTER SQUADRON,TX,FORT WORTH NAS JR,CONUS
826,1,2,11F3H,F-16,377 FIGHTER SQUADRON,TX,MONTGOMERY,CONUS
827,6,5,11F3H,F-16,377 FIGHTER SQUADRON,TX,MONTGOMERY,CONUS
828,1,2,11F3H,F-16,378 FIGHTER SQUADRON,TX,DANE CO REGIONAL,CONUS
829,6,5,11F3H,F-16,378 FIGHTER SQUADRON,TX,DANE CO REGIONAL,CONUS
830,6,5,11F3H,F-16,384 FIGHTER SQUADRON,TX,DULUTH INTL,CONUS
831,6,5,11F3H,F-16,383 FIGHTER SQUADRON,CO,BUCKLEY,CONUS
832,6,5,11F3H,F-16,379 FIGHTER SQUADRON,TX,JOE FOSS FIELD,CONUS
833,1,2,11F3H,F-16,315 FIGHTER SQUADRON,TX,BURLINGTON,CONUS
834,6,4,11F3H,F-16,315 FIGHTER SQUADRON,TX,BURLINGTON,CONUS
835,1,2,11F3F,F-15,367 FIGHTER SQUADRON (OL A),TX,JACKSONVILLE,CONUS
836,1,2,11F3F,F-15,377 FIGHTER SQUADRON (OL A),TX,NEW ORLEANS NAS,CONUS
837,1,2,11F3H,F-16,315 FIGHTER SQUADRON (OL A),TX,ATLANTIC CITY MUN,CONUS
838,1,2,11F3H,F-16,315 FIGHTER SQUADRON (OL B),TX,JB ANDREWS,CONUS
839,1,3,11F3Q,IFF,80 OPERATIONS SUPPORT SQUADRON,TX,SHEPPARD,CONUS
840,6,3,11F3Q,IFF,80 FLYING TRAINING WING,TX,SHEPPARD,CONUS
841,1,3,11F3Q,IFF,80 OPERATIONS GROUP,TX,SHEPPARD,CONUS
842,1,4,11F3Q,IFF,80 OPERATIONS GROUP,TX,SHEPPARD,CONUS
843,6,6,11F3Y,General,80 OPERATIONS GROUP,TX,SHEPPARD,CONUS
844,1,2,11F3Q,IFF,88 FIGHTER TRNG SQUADRON,TX,SHEPPARD,CONUS
845,1,3,11F3Q,IFF,88 FIGHTER TRNG SQUADRON,TX,SHEPPARD,CONUS
846,1,4,11F3Q,IFF,88 FIGHTER TRNG SQUADRON,TX,SHEPPARD,CONUS
847,6,5,11F3Q,IFF,88 FIGHTER TRNG SQUADRON,TX,SHEPPARD,CONUS
848,6,3,11F3H,F-16,52 FIGHTER WING,TX,SPANGDAHLEM AB,CONUS
849,6,4,11F3H,F-16,52 FIGHTER WING,TX,SPANGDAHLEM AB,CONUS
850,6,3,11F3H,F-16,52 OPERATIONS GROUP,TX,SPANGDAHLEM AB,CONUS
